Actor,Degree,Weighted Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Degree Rank,Betweenness Rank,Closeness Rank,Eigenvector Rank,Average Rank
שולמית אדר,23,24.0,0.007290015847860539,7.586031642382266e-05,0.3751000558991129,0.007367355838047297,591,745,626,637,649.75
יוסף סוויד,24,24.0,0.007606973058637084,0.00021915131159046936,0.3765784951389982,0.005119746868872569,566,568,601,867,650.5
דנה ברגר,18,18.0,0.005705229793977813,1.4189701007507472e-05,0.38572723089569794,0.010956551083619112,679,978,503,445,651.25
ינון כהן,18,18.0,0.005705229793977813,7.971257030136287e-05,0.3839297664510418,0.006843946831638743,679,736,519,676,652.5
סיגל כהן,18,18.0,0.005705229793977813,5.094822006320532e-06,0.3824503876165344,0.013608248508559951,679,1048,530,357,653.5
יעקב אלפרין,22,22.0,0.006973058637083994,5.795138180547698e-06,0.373119885571753,0.016705903063161002,621,1044,658,292,653.75
יון תומרקין,29,29.0,0.00919175911251981,0.0003975002771226272,0.3712121975810107,0.004184432338994791,445,473,687,1017,655.5
דן בן אמוץ,22,22.0,0.006973058637083994,6.273244693603918e-06,0.37345630295382465,0.015842648346945064,621,1040,652,311,656.0
מיה דגן,26,26.0,0.008240887480190175,8.843612306460425e-05,0.38019199007862686,0.0051462046007992816,508,715,554,864,660.25
מירי מסיקה,18,18.0,0.005705229793977813,1.9837024704290547e-05,0.3909888082807311,0.008371574876657895,679,951,445,569,661.0
מרים זוהר,19,19.0,0.006022187004754358,4.125864071804796e-06,0.38614448171452437,0.01167441918171806,672,1060,497,420,662.25
עפרה ויינגרטן,23,23.0,0.007290015847860539,1.2910511509244737e-05,0.3835227344192131,0.008562776872824683,591,984,522,558,663.75
תובל שפיר,33,37.0,0.010459587955625991,0.002122625015533264,0.3697187952271677,0.0027219875018242054,397,225,712,1324,664.5
ליאור רז,27,27.0,0.00855784469096672,0.00042496914103182633,0.3673093130065319,0.004529488471307344,470,456,766,968,665.0
קאיפו כהן,17,18.0,0.005388272583201268,8.186066741750814e-06,0.4330382203526381,0.008212513439195587,828,1027,230,577,665.5
אורית שר,27,27.0,0.00855784469096672,0.0001570729560950036,0.3707006138670218,0.004968382916534271,470,620,690,888,667.0
יעקב רונן מורד,18,18.0,0.005705229793977813,1.3103921031331555e-05,0.3830062865629853,0.010059760395779386,679,983,526,483,667.75
גיל קופטש,18,18.0,0.005705229793977813,0.00010149030472410231,0.3705791802727952,0.0077804213261998415,679,689,692,615,668.75
נירה רבינוביץ',18,18.0,0.005705229793977813,5.646790299790491e-07,0.3805095549531871,0.013742146544555757,679,1098,550,351,669.5
ששי סעד,23,23.0,0.007290015847860539,0.00010658882510691686,0.3685146355363344,0.007044621139229633,591,682,747,660,670.0
צדוק צארום,17,18.0,0.005388272583201268,7.888757465427646e-07,0.4167137087633657,0.010637186424681271,828,1095,296,463,670.5
רון שחר,25,25.0,0.00792393026941363,0.00010615079810643981,0.3762360098288027,0.005200278081798415,539,683,606,857,671.25
יוסף אל-דרור,25,26.0,0.00792393026941363,0.00012581832044972086,0.37593566480841306,0.005003615687745194,539,653,610,886,672.0
אילן גנני,32,32.0,0.010142630744849446,0.0003169874200945248,0.3631879404475828,0.004882048085972106,408,511,873,899,672.75
יוני להב,18,18.0,0.005705229793977813,3.215427148339162e-05,0.3809474703747548,0.008095930981056692,679,888,547,589,675.75
דורית בר אור,22,22.0,0.006973058637083994,3.214168057867163e-05,0.37990998186427094,0.007365743950479598,621,889,563,639,678.0
דינה לימון,24,24.0,0.007606973058637084,0.0001235585877674854,0.37050919907995794,0.005754156313769213,566,664,694,790,678.5
יובל שם-טוב,35,36.0,0.011093502377179081,0.0010007714771383483,0.3588431761124625,0.0043571740680417,363,334,1027,993,679.25
יוסף מילוא,17,18.0,0.005388272583201268,4.229364727492027e-06,0.40936784291592754,0.009541052108615024,828,1056,342,501,681.75
ז'רמן אוניקובסקי,23,23.0,0.007290015847860539,7.773318797882483e-06,0.365608791573499,0.01647036997612053,591,1030,812,297,682.5
עומר דרור,18,18.0,0.005705229793977813,0.00014185524947685438,0.37517985341025534,0.005743626277629667,679,635,624,793,682.75
אתי אנקרי,18,19.0,0.005705229793977813,3.584293749870713e-05,0.388315990988109,0.006422311341774166,679,871,474,716,685.0
נטע ריסקין,30,30.0,0.009508716323296355,0.00262931602297086,0.36058538477609536,0.0033804786550853923,432,196,955,1158,685.25
בתיה רוזנטל,18,18.0,0.005705229793977813,4.1559898064907175e-05,0.37779545918319946,0.007501865719343678,679,842,591,630,685.5
רועי ניק,38,38.0,0.012044374009508717,0.0008922357108587563,0.36353074250634687,0.003203321715997002,332,352,869,1196,687.25
לני רביץ,15,18.0,0.004754358161648178,5.220649258939817e-07,0.4179186925958897,0.011689817538292322,946,1101,289,415,687.75
ברוך דוד,17,18.0,0.005388272583201268,3.3421414416242e-06,0.386286900463166,0.013426678227914669,828,1070,495,360,688.25
הילה וידור,30,30.0,0.009508716323296355,0.0005335278469408235,0.3623464938437851,0.004308746704199052,432,424,900,997,688.25
עידו מוסרי,23,23.0,0.007290015847860539,5.6367719931938315e-05,0.3752707980359489,0.006030249180139042,591,792,623,754,690.0
דודו ירדני,18,18.0,0.005705229793977813,2.763577456041532e-06,0.3738107798052843,0.013390530428866797,679,1075,645,362,690.25
דבורה דותן,14,17.0,0.0044374009508716325,3.0818075873432843e-07,0.39897899783643825,0.01881131956035468,994,1109,401,258,690.5
נאיה פדרמן,32,36.0,0.010142630744849446,0.002712707053495132,0.3570334260987643,0.0037633959782826646,408,191,1077,1092,692.0
משה סולו,23,24.0,0.007290015847860539,2.8063590706857064e-05,0.36570720822565445,0.010354439623986259,591,909,810,469,694.75
יוני רכטר,13,19.0,0.004120443740095087,7.034560797196627e-07,0.4532777111764459,0.00946998221414362,1037,1096,143,506,695.5
הגשש החיוור,18,18.0,0.005705229793977813,4.6897071981310844e-07,0.36843770561887956,0.018828693844755006,679,1102,750,257,697.0
יונתן רוזן,18,18.0,0.005705229793977813,3.6662823140286925e-05,0.3847055249475142,0.006343933856166264,679,869,512,729,697.25
שמואל עצמון,20,20.0,0.006339144215530904,6.671460025122237e-05,0.36377304070126204,0.009237778111973533,653,768,856,521,699.5
שירן סנדל,26,31.0,0.008240887480190175,0.0007006363559639735,0.37305577601275974,0.002962020999794199,508,377,659,1254,699.5
אבי קורניק,25,26.0,0.00792393026941363,0.0008490052684335438,0.3651731578602807,0.0037932971636082708,539,359,817,1083,699.5
ריטה,17,17.0,0.005388272583201268,0.0018073033397361285,0.35952065022498286,0.006114376910095606,828,242,996,744,702.5
מורן רוזנבלט,31,31.0,0.0098256735340729,0.0032822444920812283,0.36166349913393936,0.0027961040910586296,420,162,923,1307,703.0
בועז שרעבי,18,18.0,0.005705229793977813,1.6243694158288562e-05,0.37261978396139417,0.009730519708378748,679,972,668,497,704.0
אלישע בנאי,27,27.0,0.00855784469096672,0.00041936681944047924,0.36748466897488113,0.0035687312797813456,470,460,762,1128,705.0
יוני חן,17,18.0,0.005388272583201268,1.6748954279039588e-07,0.3980885637814372,0.010348738694083705,828,1116,408,470,705.5
לילית נגר,17,18.0,0.005388272583201268,3.285586531071597e-06,0.37696431784461554,0.015014396450376588,828,1072,597,329,706.5
אסנת חכים,30,30.0,0.009508716323296355,0.0002501932901195664,0.3637025083576985,0.004354470398742134,432,545,857,994,707.0
מוטי כץ,18,18.0,0.005705229793977813,5.4903072126691764e-05,0.3742763249638618,0.006447110213489635,679,796,640,715,707.5
אליעזר אפלבוים,18,18.0,0.005705229793977813,0.0001402806755378945,0.366532698212255,0.006357090699371703,679,638,787,726,707.5
דני בסן,17,18.0,0.005388272583201268,2.0754648089704297e-06,0.4069866874111735,0.008198068977131049,828,1079,356,578,710.25
עומר חזן,17,17.0,0.005388272583201268,0.0036734152176157706,0.3679454373283547,0.0036112555410281943,828,142,752,1119,710.25
יובל סמו,27,27.0,0.00855784469096672,0.000261788718628097,0.3631821367668027,0.004556095311740811,470,535,874,963,710.5
רפי גינאי,18,18.0,0.005705229793977813,2.679832684646334e-07,0.36612153314292545,0.019508668011499728,679,1113,804,247,710.75
עדנה לב,18,18.0,0.005705229793977813,2.070170748889292e-06,0.3706750258641408,0.012316241654115124,679,1080,691,395,711.25
סימה אליהו,15,18.0,0.004754358161648178,3.014811770227126e-07,0.41217746913864484,0.010643778540026343,946,1110,329,462,711.75
נינה קוטלר,20,20.0,0.006339144215530904,6.380951272642158e-05,0.3799776371504422,0.005205693468190802,653,776,562,856,711.75
מרגלית אנקורי,15,18.0,0.004754358161648178,2.832965980911839e-07,0.41117468466604157,0.010745563027137205,946,1112,334,456,712.0
שי דנון,22,22.0,0.006973058637083994,2.2134129594080345e-05,0.3654318470453465,0.01021426661651911,621,940,813,479,713.25
עמית ליאור,25,25.0,0.00792393026941363,0.0001061051391627097,0.36978603267115684,0.004761528041435238,539,684,708,927,714.5
אלונה איינשטיין,14,17.0,0.0044374009508716325,3.014811770227126e-07,0.4120711574590747,0.011615629889267308,994,1110,331,424,714.75
אורי ורדי,18,18.0,0.005705229793977813,2.1160121570939927e-05,0.37982791405328725,0.006849856021822289,679,946,564,674,715.75
איריס ברנע,17,18.0,0.005388272583201268,2.8338754120572624e-05,0.3984066648419492,0.006213370839193815,828,907,403,738,719.0
אסף אשתר,18,18.0,0.005705229793977813,3.861209251487338e-05,0.3728773730981313,0.006814414285844412,679,862,661,677,719.75
גיליה שטרן,18,18.0,0.005705229793977813,8.59543282467107e-06,0.37440510834378055,0.00891734011364673,679,1024,638,541,720.5
ענת מסנר,13,13.0,0.004120443740095087,6.224815563596996e-05,0.3751397806293128,0.011142073830823706,1037,782,625,442,721.5
שיר אידלסון,18,18.0,0.005705229793977813,7.455636243224926e-05,0.37139875982598275,0.00582608322248569,679,750,685,774,722.0
הדס ירון,26,27.0,0.008240887480190175,0.00018165097408139963,0.3619793242346786,0.005123212826348324,508,602,913,866,722.25
איריס דוידסקו,18,18.0,0.005705229793977813,4.808545016587128e-06,0.3671628229058093,0.012413669601684725,679,1050,770,392,722.75
מוניקה ורדימון,17,17.0,0.005388272583201268,2.8751880700504294e-05,0.36949071949115403,0.011025668321669313,828,904,722,444,724.5
רחל שטיינר,13,18.0,0.004120443740095087,1.842384970694355e-07,0.41073810974924996,0.011680772071659245,1037,1115,335,416,725.75
גל פרידמן,36,37.0,0.011410459587955626,0.0006793126111595422,0.3611823779060905,0.0030977635216711897,349,389,938,1229,726.25
מאיר בנאי,27,27.0,0.00855784469096672,0.00010855156650862724,0.36211729550991506,0.00523677319251606,470,679,910,848,726.75
הילה סורג'ון פישר,16,16.0,0.005071315372424723,0.0005917193341708675,0.3735709142160316,0.004621401715987317,902,410,650,946,727.0
טל ליפשיץ,18,18.0,0.005705229793977813,1.8186819913081844e-05,0.3772420086635285,0.0068810490147526585,679,963,595,671,727.0
רונית פורת,16,17.0,0.005071315372424723,3.519364584675023e-05,0.3727036161536036,0.010396858767518833,902,874,666,467,727.25
סיון לוי,19,19.0,0.006022187004754358,0.0010351164757914462,0.366885208854411,0.0035117894182314785,672,328,774,1135,727.25
אבי גילאור,20,20.0,0.006339144215530904,1.7307585344614432e-05,0.37871096972821244,0.006461392653482501,653,966,583,712,728.5
ברוריה אלבק,22,22.0,0.006973058637083994,8.372717396894753e-05,0.3699109088503328,0.005154691377879443,621,725,706,863,728.75
שמוליק לוי,23,23.0,0.007290015847860539,0.0007585111868849009,0.36272111283102704,0.0039358840064621144,591,371,894,1060,729.0
אורלי קטן,18,18.0,0.005705229793977813,1.939528905512784e-06,0.3776727955188017,0.008375225984515105,679,1083,592,568,730.5
מירב גרובר,28,28.0,0.008874801901743265,0.0002138128164778134,0.36463441849265477,0.003928501948808047,459,570,835,1063,731.75
אורי כבירי,18,18.0,0.005705229793977813,2.2495232205834504e-05,0.36959061703491747,0.007873873648336301,679,936,717,602,733.5
מודי בר-און,18,18.0,0.005705229793977813,9.471438699065232e-06,0.3813977913394837,0.006544992307790823,679,1015,541,700,733.75
אברהם הפנר,17,17.0,0.005388272583201268,1.0049372567423754e-06,0.3691771706151823,0.017009961063251117,828,1092,729,287,734.0
עפרה חזה,20,20.0,0.006339144215530904,4.459840489252995e-05,0.3627804677270641,0.008404364598491774,653,833,888,565,734.75
קרן צור,23,23.0,0.007290015847860539,0.0010775059694868925,0.3649766113426633,0.003139499782318854,591,321,825,1206,735.75
מארק איווניר,18,18.0,0.005705229793977813,3.05203832173972e-05,0.37951588065772096,0.005679621740133062,679,898,570,797,736.0
טל גינת,14,14.0,0.0044374009508716325,4.519346406035711e-06,0.3825330111735569,0.012983856481005236,994,1054,529,374,737.75
אמנון דנקנר,17,17.0,0.005388272583201268,0.0001369551513146123,0.37171754659979767,0.005576138092099869,828,640,680,809,739.25
אילור הרפז,17,17.0,0.005388272583201268,2.1714040387784497e-06,0.3801494242271708,0.009759448405329081,828,1077,558,495,739.5
דורון צפריר,17,18.0,0.005388272583201268,3.8469157701948445e-06,0.3890029274620751,0.007901752052384237,828,1063,468,599,739.5
רינן חיים,17,17.0,0.005388272583201268,0.00016975102494652482,0.3748643173566489,0.004904753972438781,828,609,631,895,740.75
אדי מוכתר,18,18.0,0.005705229793977813,8.838586561729839e-06,0.3747711175849028,0.007503525345763289,679,1022,634,629,741.0
תימור כהן,24,24.0,0.007606973058637084,0.00012058224203421845,0.37273658379095737,0.003857231000595668,566,667,665,1075,743.25
יגאל זקס,23,23.0,0.007290015847860539,0.0002195816639903429,0.36451449325261565,0.004472388208576298,591,567,842,976,744.0
ליר כץ,18,18.0,0.005705229793977813,0.0004732089287186111,0.36847874889721555,0.003676679509156405,679,447,749,1110,746.25
שלום חנוך,11,14.0,0.003486529318541997,1.0049372567423753e-07,0.41147011944443584,0.010902958016238766,1088,1119,333,448,747.0
גיא אדלר,24,27.0,0.007606973058637084,0.0002974405524655871,0.3780021849253933,0.0027640386604868925,566,523,589,1311,747.25
איציק קונפינו,18,18.0,0.005705229793977813,1.026211429136473e-05,0.38012961127965267,0.006166405933852402,679,1010,560,741,747.5
אסי ישראלוף,12,17.0,0.003803486529318542,0.0004053144578947859,0.3905227112017021,0.004199158317733783,1064,467,455,1015,750.25
נמרוד הוכנברג,24,24.0,0.007606973058637084,0.00101097549762387,0.36369357170669425,0.002979067836278544,566,333,858,1251,752.0
דנה סמו,17,18.0,0.005388272583201268,2.701973689346416e-05,0.38930922842123533,0.005641879423246857,828,913,464,803,752.0
שרה פון שוורצה,22,22.0,0.006973058637083994,6.864979626318459e-05,0.36725103220214445,0.005167332666336686,621,764,769,860,753.5
שרית לארי,19,20.0,0.006022187004754358,0.00014706609667753594,0.3746792792112097,0.0038206927130473825,672,628,635,1081,754.0
דן הרדן,18,18.0,0.005705229793977813,7.604822811935355e-06,0.3659748861425785,0.009474292967606794,679,1032,806,503,755.0
עלית קרייז,20,21.0,0.006339144215530904,9.384800787584516e-05,0.37351619381145096,0.004103576667279446,653,701,651,1026,757.75
אבי דנגור,25,25.0,0.00792393026941363,0.00041351218642015594,0.3662567974479613,0.0030881367031016416,539,464,800,1231,758.5
שמרית לוסטיג,18,18.0,0.005705229793977813,5.0150755315819485e-05,0.3739063400428893,0.004879750259217326,679,814,643,900,759.0
אריס סאן,16,16.0,0.005071315372424723,0.0,0.3678696668147176,0.018408717919556113,902,1122,753,264,760.25
ירדנה ארזי,18,18.0,0.005705229793977813,1.6859472836688896e-05,0.3639877918420065,0.008856369601259155,679,969,850,544,760.5
